Hour,Is_Weekend,Temperature,Visibility,High_Risk,Latitude,Longitude
1,0,75,3,1,21.238815320783043,82.3078076010153
6,0,75,10,1,26.543276455862536,94.35144396301065
12,0,75,10,0,10.658247526667665,75.9143469881449
5,1,75,3,0,29.10235864359034,77.22071487688656
1,0,75,3,0,29.552808556119942,76.12867467158145
12,1,75,3,0,28.280408194388585,94.9096811369767
1,0,75,10,1,19.79822298922841,75.54623505523816
18,0,75,3,1,22.96050442288049,88.2969465155161
16,0,75,10,1,15.031244267937494,75.83903068710588
16,1,75,10,1,20.559757788353224,85.47986977180209
22,0,75,10,1,15.110488721785783,74.48521871920808
4,1,75,3,0,23.587327974080637,84.87837880694404
1,1,75,3,0,25.921154208133075,92.15140259827626
1,0,75,3,0,22.60461320002016,87.90881848238209
3,1,75,3,0,30.478143678570582,76.61235972451007
12,0,75,3,1,28.216685522067124,94.64253103659681
23,1,75,10,0,10.84686969816407,76.65606228849165
11,1,75,3,1,22.813369128290713,93.16694131445294
17,1,75,3,1,33.850827192625154,76.85381206729589
11,1,75,3,1,21.774572950900964,81.71735609242359
10,0,75,3,1,10.42809329953668,76.11912145345376
3,0,75,3,1,33.52677710282098,76.18733264985119
21,0,75,3,1,11.322507064073374,76.07007439975013
21,0,75,3,0,28.780416275536965,75.90831842400077
16,1,75,10,0,11.780293553601933,79.54299655162838
9,0,75,3,0,21.141096500758643,85.20719536084628
2,0,75,3,1,23.433735117925266,87.58028202863844
23,1,75,10,1,23.500559847406457,92.49251214718103
3,0,75,10,1,26.44149430920737,94.95756417284232
23,0,75,3,0,15.708341477927377,75.37614031979545
18,0,75,3,0,28.352571458243272,77.62354384479319
1,0,75,10,0,33.72390608179601,76.70931153174567
0,1,75,3,0,15.411322293503748,75.64223397879552
5,1,75,10,0,22.328853622709232,70.98004015421196
18,0,75,3,1,22.811972103522663,87.99682658917929
22,0,75,10,1,24.642489742852206,85.35177405995441
5,0,75,10,0,29.256796332157446,75.67363890042226
4,0,75,3,1,31.12047446125101,77.62873151117377
1,0,75,10,0,18.0527785487801,78.84192049056
12,1,75,10,1,18.07396460469819,79.49080388551687
14,0,75,10,1,15.887421687664157,80.12274307520129
18,0,75,10,1,21.388469522820714,82.17951639773084
23,0,75,10,1,15.731593103592713,79.47973998129075
8,1,75,3,1,27.142345073508878,80.89477129916699
17,0,75,10,0,26.60687401168554,94.97961449173724
0,0,75,3,1,11.965394992304832,80.16040131747445
12,0,75,3,1,10.77738336943137,78.47443288718323
21,0,75,3,1,19.837058191913087,75.55549585353299
5,0,75,10,1,24.736874938772505,85.65905777029971
7,0,75,10,0,19.421014850095354,76.0346725560043
16,1,75,3,1,27.383372118542884,74.34769718622367
6,0,75,10,1,22.615447309839507,87.58402237954802
16,0,75,10,0,26.147538377348752,92.23971103146107
8,0,75,3,1,23.945393147106792,85.0325530032941
7,0,75,10,1,20.878353696745517,81.7600776212634
2,0,75,10,0,24.56910488367356,93.47885563674483
6,0,75,3,1,26.62704569332161,94.95727809886358
16,1,75,10,1,28.776628246791685,77.50553340025282
9,0,75,3,1,19.899175593962283,75.44596844693599
23,0,75,10,1,11.273171523993224,76.70980025656158
11,0,75,3,1,19.850821686145444,75.8478033824806
7,1,75,3,0,10.611136738107367,75.97520890078239
0,0,75,3,1,30.554590600160925,78.85323985929966
20,0,75,10,1,25.059600264498282,93.96169483328939
3,0,75,3,1,21.795506870190884,70.8706090839072
21,0,75,3,1,23.256222249081627,87.92812451074592
13,1,75,3,1,28.26390017071203,77.6914554907762
0,0,75,3,1,23.67286197134515,91.60560766834709
20,0,75,3,0,11.50728322999255,78.4769296977379
8,0,75,3,1,30.960648305593132,77.14234315783895
16,0,75,10,1,31.58897737896688,75.35981968920643
3,1,75,10,0,26.107957592673042,94.48214261205962
10,1,75,3,1,26.427037371865314,92.59099003760227
9,0,75,3,1,10.452837885192263,75.90419650492468
13,0,75,10,1,25.46853111434949,84.88351777888684
7,0,75,3,0,23.82931567024663,91.76990996620545
3,0,75,3,1,12.286031427619356,79.72211947213479
20,0,75,3,0,23.697461123272312,91.78769471354099
18,1,75,10,0,18.00802272371046,78.84324991170374
8,0,75,10,0,20.044008734314954,76.07133087358761
5,1,75,3,1,26.456139982303476,92.74039156790774
0,0,75,10,1,10.911857726718479,78.96416724662886
20,0,75,3,1,27.672703475468865,88.52971952099222
5,0,75,3,1,15.858933966786562,79.7660862263862
5,0,75,10,1,15.561516782318717,75.73572595132612
14,0,75,3,1,25.726191341729404,94.19629563807405
8,0,75,10,1,22.667804957354086,71.46446885007445
20,1,75,3,1,15.007606614374195,76.07320920008752
7,0,75,10,1,11.499100989215268,78.25985567956201
10,0,75,3,1,16.14157947837404,80.03383046198844
15,0,75,3,0,28.23385138691676,76.9645827433769
3,0,75,10,1,33.78889079702321,76.60728258697894
9,1,75,3,1,15.297464881996122,73.67133132456495
20,0,75,3,0,27.594290437607558,88.48399120614982
0,1,75,3,0,24.84702541068485,85.2743516441544
9,0,75,10,1,20.183072154968063,75.91131862884876
4,0,75,3,1,21.448790046113352,82.31707726598682
15,0,75,3,0,15.340684358890103,74.51269683649355
4,0,75,10,1,14.893659726616072,75.42534411867818
22,0,75,3,0,23.1507881410913,85.17733696574378
4,0,75,3,0,27.192630536059667,74.36864959563731
12,0,75,10,1,27.255187568885233,74.51498621610992
10,0,75,3,1,10.787839313180841,78.35007741668181
8,0,75,3,1,10.969805511745472,78.9882081736376
12,0,75,3,1,24.81526577267758,94.32176801578947
18,1,75,3,1,29.762478854823176,79.08329818602785
3,0,75,3,1,20.728036714220085,84.66717036633999
3,0,75,3,0,15.53809319328213,80.11452021888883
3,0,75,3,0,27.494851967519523,88.83240903028369
2,1,75,3,1,16.18716903971162,79.244607914677
22,0,75,10,1,30.980854094825716,77.41764800781272
13,1,75,10,1,26.372653921098077,80.90318039155551
3,0,75,10,1,15.130915248673936,76.04815561847253
19,0,75,3,1,29.032956155086474,77.4447237655747
3,0,75,3,1,23.688332273240874,85.1259951007435
5,0,75,3,1,30.92928506267796,75.28859692808093
17,0,75,3,1,29.476920057350732,75.86066877820937
16,0,75,3,1,27.38052712210075,88.44897099756446
15,0,75,3,0,26.576223588809324,74.54581112091938
0,1,75,3,1,23.661521353670476,84.99899891936265
2,1,75,3,0,22.756068800471514,93.19728289625859
10,0,75,3,0,20.685725344074882,85.59568208291937
17,1,75,10,0,26.245643586890395,92.85278371437654
20,0,75,10,0,24.62245875119855,93.70132166981102
17,0,75,10,1,27.57225116767473,88.95472461524989
1,0,75,3,1,29.841837074555706,79.38947399671083
4,0,75,3,0,23.443742761906698,92.22410521601198
1,0,75,3,0,26.845017011073,80.53003850080248
21,1,75,3,1,24.986176800259347,93.43940023469705
12,0,75,3,1,15.2027086351054,74.332542804753
1,0,75,10,1,15.500512668556933,79.34334751937844
21,0,75,3,1,15.45830887214107,75.46442948874734
22,1,75,10,1,23.44966129281024,92.64263995544964
12,0,75,3,1,29.956933450593887,79.01990060916073
20,0,75,3,1,23.747169200408987,92.4465379983503
10,0,75,3,1,30.462902812209553,79.46443907897068
7,1,75,3,1,31.12795061655613,76.41607598766545
23,0,75,3,0,31.04704795501432,77.37734227845948
17,0,75,3,1,30.102000938445236,79.23524696696946
5,0,75,3,0,23.06309834537061,92.67333756321877
4,0,75,3,1,23.558282396540086,85.34241101699432
21,1,75,10,1,11.097917066906625,78.24847970369186
13,0,75,3,1,33.9406373969124,76.91410500493087
21,1,75,3,0,15.553671592377869,80.23998434199616
6,0,75,3,1,25.541170710689702,85.32494910245289
7,0,75,10,0,23.103038660207016,92.86241656738146
1,0,75,3,1,12.11229365286525,79.66146799980059
8,0,75,10,1,11.31925426236762,75.9917993895351
10,0,75,3,1,12.336643806548672,79.80253107422294
7,0,75,10,0,14.884644702396201,74.40493073202967
16,0,75,3,0,21.373760831575314,82.27702228612891
16,0,75,3,0,11.471269506896395,79.42484903331628
3,0,75,3,1,23.63256337522641,92.64564682240722
5,0,75,10,1,26.4493139217332,92.62087092951366
3,0,75,3,0,25.84789570786203,94.81548684599811
8,0,75,3,0,31.180128773950255,77.07938591636395
14,1,75,3,0,29.22897871088351,75.61257152275087
0,1,75,10,1,23.061390440332595,92.54892973567853
6,0,75,3,1,27.795288312387143,88.9192287062402
23,1,75,10,1,25.091435917403558,85.02746812991093
13,1,75,10,1,21.73832394944975,82.327729717628
4,0,75,10,1,15.10891761767878,74.59738459653624
8,0,75,3,1,28.25183333725673,94.29072009720322
0,1,75,10,1,31.528254946629172,74.88142329842316
12,0,75,3,1,27.768440394674435,95.08396291542452
4,1,75,10,1,25.400245322829804,91.66885423717515
18,0,75,10,1,12.28922990058415,80.29825811748275
17,0,75,10,1,28.253805276159472,77.40175709507653
12,1,75,3,0,28.877273743854445,77.05790709168025
6,0,75,10,1,30.78306339580543,74.98103997578606
2,1,75,10,0,25.344145149845325,85.0746061204026
3,1,75,10,1,22.80796879964859,88.25338240106966
8,0,75,10,1,16.156542877285936,79.56427903399002
12,0,75,10,1,27.311658168389666,74.44000258065574
16,0,75,10,1,10.4472113874655,75.87304164211722
15,0,75,3,0,31.546149301363386,76.92075978290339
12,0,75,3,1,25.148642912090708,94.00825751077147
20,1,75,3,1,28.3673148618053,95.03225462608889
7,0,75,3,1,16.017550914499743,80.00459048157425
1,0,75,3,1,24.567968081819647,94.18479041890602
0,0,75,3,1,24.396544068340592,92.14736251110222
0,0,75,10,1,11.970176559851476,79.38039921253268
1,1,75,3,1,23.26974447935357,93.1675678959467
19,0,75,10,0,25.57278516408289,91.03845957758959
14,0,75,10,1,24.89217137820129,93.49502089879383
9,1,75,10,1,25.894543595779087,91.1119307574825
16,1,75,10,0,30.53200554183591,76.3478217806773
3,0,75,3,1,20.11630501637923,75.27133759148677
21,1,75,3,1,15.717742726983662,76.18764254914788
21,1,75,3,1,28.627313813083337,76.17273873372504
4,0,75,3,1,12.298610942330376,80.19103651419185
15,1,75,3,0,11.987509793896319,79.85113904943265
10,0,75,10,1,29.137801938656963,76.44161411764124
17,0,75,3,1,23.765211817262184,84.92125923147064
6,0,75,3,1,15.73858051750154,75.87764056149643
10,1,75,10,0,24.53343961029078,94.29377103180647
20,0,75,10,0,24.43781400616225,94.05200717033189
7,1,75,3,0,20.632250086669433,85.48970423470469
8,1,75,10,1,22.52077303365418,87.69722595334581
1,0,75,3,0,10.730198174903906,76.54288113138513
14,0,75,3,1,34.26711971673413,76.85010341363825
10,1,75,10,1,28.94029330165927,77.42469450533162
16,1,75,10,1,11.004586454036025,78.27695247863619
16,0,75,3,0,29.17090229692628,75.88602463843752
5,0,75,10,0,26.379803075945517,94.24869468801742
19,0,75,3,1,19.346358763984554,75.5765080447572
15,0,75,3,1,31.592317393397565,77.06387598344813
6,1,75,3,1,31.429284432681108,77.37270942943891
0,1,75,10,1,21.651584175421505,82.11483948589466
22,0,75,3,1,12.137589734358423,79.52131415261732
7,1,75,10,0,22.15716591911923,71.45938621002146
8,0,75,3,1,30.80607321763133,77.02560008101285
1,0,75,3,1,28.904976910142377,76.06860904507067
22,1,75,3,0,15.735398075430695,75.66917426952234
20,0,75,3,1,33.48604157837415,76.16581259782322
6,1,75,3,1,27.374736259273746,74.11128799737497
11,1,75,3,1,22.590336743969374,87.53986126418356
17,0,75,3,0,31.110910180372972,75.47780110025519
22,0,75,10,1,20.12436382689534,75.73504467109494
21,0,75,3,1,27.048105267212826,88.49194803369038
2,0,75,3,0,24.108491026968675,84.87845513084984
19,0,75,3,1,12.212271720921882,79.44952371868088
16,0,75,3,0,11.609206572575147,78.35764601964165
17,0,75,3,0,22.81959368870099,78.66019221644997
14,0,75,3,0,20.92796035060051,84.69613268839917
11,1,75,10,0,11.343192627087797,76.7500949411462
7,1,75,10,1,30.898099864528525,77.19140600041837
3,1,75,10,1,27.842255597311453,88.50429344840633
17,0,75,10,0,27.170323186836637,80.70775664712713
2,1,75,3,1,27.376873868105182,88.56822493366025
8,1,75,3,1,29.86785807789527,78.90595055565522
13,0,75,3,0,21.705741381007584,82.08716913376482
12,1,75,3,1,15.269168977500653,75.74010429584371
14,1,75,3,1,18.365975531554593,79.47108005707847
23,0,75,3,1,21.426813480246466,82.30884104510201
10,1,75,3,0,30.622933469955086,77.13263816086877
1,0,75,3,0,21.222699861392794,85.23396551092792
13,1,75,3,1,28.185885158480275,94.92009136393976
0,0,75,3,0,28.53949239593328,76.94891461946148
17,0,75,10,0,33.87523416351241,76.80038183894877
0,0,75,10,1,10.630079851620113,76.52454402913709
16,0,75,3,1,31.369272684906193,76.82920286764192
16,1,75,10,1,11.59388610026312,78.56003143892383
3,1,75,10,1,27.796169478376726,95.11849880168675
22,1,75,3,1,19.911221980759194,75.23056744830565
21,0,75,10,0,15.326808392485338,73.64574082073759
16,0,75,3,1,28.80938052067337,77.33103167534236
23,0,75,3,0,18.566171525337353,79.48359026857123
19,1,75,3,0,26.54995245848372,80.93383535385225
1,0,75,10,0,30.99373427542763,75.34603873818176
13,0,75,10,1,21.836965176083915,71.20758028144805
1,0,75,10,1,25.96631103876824,94.2735807618675
7,0,75,3,1,29.681434232604495,78.86578638111983
18,0,75,3,1,30.760882801185883,77.2434971951869
9,1,75,3,1,25.94856159209995,90.98315347031725
7,0,75,3,1,14.842895288599781,75.75636516552986
23,0,75,3,1,25.801613064381765,91.3277880726787
12,0,75,10,1,29.482066925544196,75.9053147955662
22,0,75,3,1,22.568620412750263,71.41775776731578
5,0,75,10,1,27.834030937068746,88.18427705470961
1,0,75,3,1,23.691381305595073,85.58076849744815
6,0,75,10,0,15.098413138717145,73.85505891877229
8,0,75,3,1,18.399771063318525,78.6438543083331
8,0,75,3,0,18.306481554215676,79.27729470762638
9,1,75,3,0,28.719215853176276,76.25499979049223
1,1,75,3,1,12.416369026716719,79.59151014679094
12,1,75,10,1,15.705151378280627,74.57856334499593
2,0,75,10,0,21.81130261029594,71.31211988310666
11,1,75,10,0,28.901065164038776,76.52045293121695
21,1,75,10,1,12.17255088705214,79.9343492014345
20,0,75,3,1,23.5793819372653,85.57335046514167
14,0,75,10,1,15.41669287976745,74.37235976611596
15,1,75,10,0,25.100610079032336,85.23932891376846
0,0,75,3,1,34.23748696830934,76.07700653664457
14,0,75,3,1,33.53565649158411,76.2134438821764
7,0,75,10,1,22.74124392797126,78.40473922295097
5,1,75,10,1,28.185552286290317,94.56129084551853
10,0,75,10,1,27.10766405235259,81.41268525303914
8,0,75,3,1,25.357758710223777,90.9615289465528
0,1,75,3,1,27.19000374462067,73.907374480103
9,0,75,3,0,28.658999537740723,76.97219370500537
14,0,75,10,1,23.280400789972052,93.14765593119425
16,0,75,3,0,26.465475058430517,94.64914223604988
22,0,75,10,0,10.60618748774465,76.49333749717077
19,0,75,3,1,31.264884724377723,77.06103962770065
19,0,75,3,0,30.093001263906142,78.83734559342045
6,0,75,3,1,27.262835140371593,80.57926365385734
3,1,75,3,1,23.600133168541404,92.73665919401513
5,0,75,10,1,27.802168903712015,94.85120165289086
23,0,75,10,1,25.67569319965695,94.24084652579982
6,1,75,10,1,25.50552928579922,85.04500002110481
23,0,75,3,0,28.593112132217726,77.34804245822436
22,0,75,3,1,30.820605527720407,75.06607462926709
7,1,75,3,0,31.164915539774253,76.80441480170182
2,0,75,3,1,22.49409720097589,87.4329692681054
17,1,75,3,1,23.7758344867521,85.65698293455144
18,1,75,3,1,23.936814293892358,92.07596825246522
19,1,75,3,1,11.09213961289499,78.83448588203758
0,0,75,10,0,15.357124101246317,73.6369659374756
12,0,75,3,0,31.19826933840708,76.44221669478321
17,0,75,3,1,29.251878186841523,76.44702256303505
13,0,75,3,0,25.91342882731563,94.60893251951977
5,0,75,3,1,20.886029646427755,85.45779161421933
7,0,75,3,0,21.92264569775674,71.15369111547754
3,0,75,3,1,28.815053120017428,76.43721909737015
15,0,75,10,1,25.20829821405769,91.73840957368628
13,0,75,10,1,34.2505983594031,76.6529480135694
11,0,75,10,1,23.05468880903509,87.80591138866991
19,0,75,10,1,23.53212197614567,91.71368723393252
17,0,75,3,0,14.86713081683892,73.90633279296455
15,1,75,10,0,28.51508517304458,94.57914855549774
18,0,75,10,1,23.27145244284029,87.82535855841788
7,0,75,10,1,21.839976079934832,71.37792826255915
15,0,75,3,1,24.682287826425608,84.85088234486868
22,0,75,3,0,30.968467312423595,76.74564046652618
3,1,75,10,1,28.813450345853198,75.67250463187511
23,0,75,10,1,24.602190703519614,94.32572370369738
2,1,75,3,1,10.687411071335326,78.7262071313581
23,1,75,3,1,30.571377012830876,76.56990156249019
5,1,75,10,1,21.525497308408756,82.01177878780588
6,1,75,3,0,15.082797844778657,74.29444165335721
4,1,75,3,1,30.645031123417525,77.3047673974969
10,1,75,3,1,11.016576917873527,78.32200467574243
6,1,75,3,1,28.400433613847433,94.45886453795931
22,0,75,10,1,28.745548184544873,76.8953537818159
10,0,75,3,0,21.021401035445713,84.92901719536079
10,0,75,10,0,15.222859581978089,75.83783210038824
13,0,75,3,1,23.326671463254957,92.90596658311294
17,0,75,10,1,26.58116799470849,95.01096158859521
16,0,75,3,1,18.461382963681867,78.8309611142323
3,0,75,3,1,12.034481797553186,80.17200151779973
14,0,75,3,0,29.017570266658502,76.27374522099129
21,0,75,10,1,11.90177683610764,80.21781909452919
14,0,75,3,1,23.52703069101142,92.81541875949125
4,0,75,3,1,11.105037498649624,76.09281988009718
5,0,75,3,0,12.38958894284272,79.33210795131647
9,0,75,3,1,26.258683531913945,92.93375296490844
0,0,75,10,1,25.044438149339157,91.29860948687667
16,0,75,10,1,30.658219189108582,76.67756543672087
3,0,75,3,1,26.660701653107278,73.85180840317373
2,1,75,3,1,15.387967146380948,74.08209840507776
20,1,75,10,1,29.31044279665561,76.16031989173487
7,0,75,10,1,27.51976226745174,73.80144891797734
11,0,75,3,0,30.273365690942487,79.29688341094754
9,0,75,3,0,15.67629751344658,73.72407200984155
19,1,75,10,1,30.7466870625348,77.012746194831
19,0,75,10,1,28.755754291841253,75.83301570440143
4,0,75,3,1,31.09648453419306,75.03629589167392
8,0,75,3,1,25.896806855142607,91.81591963420686
5,1,75,3,0,31.479366747294787,74.98455867309048
14,0,75,3,0,28.854136155207545,76.0962343638459
3,0,75,10,0,12.258636714436657,79.49061658770434
13,1,75,10,0,23.525514834117036,91.69537895501202
6,1,75,10,0,24.324838915069154,94.29733766368204
17,1,75,3,0,28.637518885512755,94.25851276954137
5,0,75,10,0,28.63583024970408,77.66228330654899
4,1,75,3,1,31.044761958728426,75.39039914647431
16,1,75,10,1,15.397907636531608,73.93355638862559
11,0,75,3,1,15.48689227412873,74.17018189520512
2,1,75,10,1,23.372780257889893,85.12480786272397
9,0,75,3,0,10.934078295432696,78.4466018318099
23,1,75,3,0,26.06769712538237,92.7000698287477
7,0,75,10,1,10.486008465890956,76.70942726366339
3,0,75,3,1,12.273659039382744,79.68953868426054
6,1,75,3,1,23.229833365553315,85.07125331792362
2,1,75,10,1,23.251076011965235,93.08623585042385
7,0,75,3,1,29.74379104705291,78.79163393902313
15,1,75,3,1,24.579530661269132,94.13965822135796
8,1,75,10,1,30.737745347534155,74.98665508369642
1,0,75,3,1,12.253986220427365,79.56606693015497
14,0,75,3,1,23.86279769641302,92.30742419058839
6,1,75,10,1,17.834841709985994,79.20576848059885
6,0,75,3,1,26.486449741502938,94.89248651142357
16,0,75,3,1,25.299624759781512,85.35874131523752
20,0,75,10,1,11.062641606819012,76.37436592579444
19,1,75,10,1,33.46378465914293,76.15823599205686
17,0,75,10,0,22.75487540316845,93.12664699435223
4,1,75,3,1,27.242377648160836,80.5654399814321
5,1,75,10,1,15.993443902622145,79.82163282135204
0,0,75,10,1,30.274637913943565,78.99883720113311
11,1,75,10,1,11.529451963267455,79.9578258029142
5,1,75,10,0,28.33404109517922,77.47223592980124
1,1,75,10,1,28.036015899243477,94.6216889028595
6,0,75,10,1,30.289632763623683,79.23919156550163
18,0,75,10,1,27.421305788728603,88.18284377036125
4,1,75,3,0,26.82335425143653,80.83877904079903
9,0,75,10,1,26.651657486509038,81.25891346465659
13,1,75,10,1,10.823793938096738,76.26322788461974
8,0,75,3,0,25.40867188384871,91.21065608745482
9,1,75,3,1,24.984583040097498,94.14879394665465
1,0,75,10,1,27.60657961755689,88.32488145711497
5,0,75,10,1,31.645473845178245,75.78041268581022
16,0,75,3,1,24.432968634143073,91.52452896161954
4,0,75,3,1,23.387070169478214,93.01038519980027
16,0,75,3,1,30.766241755643748,76.95787436515127
21,1,75,3,1,28.5570884532649,95.08184767504788
7,0,75,3,1,34.25198444524676,77.06266857905355
7,1,75,3,1,31.601377094860645,77.19424483273062
23,1,75,3,1,10.785101299667048,76.49164767194137
6,0,75,3,0,16.394595665890964,79.91142948342181
9,0,75,3,0,19.25521374773177,75.8643253204115
13,0,75,10,0,22.235757435112742,71.67811759537287
17,0,75,3,1,28.34053065685911,95.1806548767206
7,0,75,10,0,26.901647929256157,73.7687670644802
6,1,75,3,1,26.54616924997386,94.12219583785861
7,0,75,10,1,24.257784558179633,94.33310459983821
2,1,75,10,1,22.191356157287544,70.82798756092595
19,0,75,3,1,26.88284268830186,74.10269919751026
22,1,75,3,0,17.68047930734967,78.98162900778303
9,0,75,10,1,10.944297326026602,76.26899967417287
10,0,75,10,1,27.286636326056204,88.15420772876341
7,1,75,3,0,23.851443438908678,85.23627050607428
7,0,75,10,1,31.160889655020135,75.73112890933369
9,1,75,10,1,28.85470713534556,77.35201053469477
1,0,75,3,1,23.653565034646146,85.47285963777124
1,0,75,3,0,29.218207941638017,75.71590134639247
6,0,75,3,0,10.520055460419847,76.20145556218212
10,0,75,3,1,22.90604296968789,79.08569807232703
12,0,75,10,0,24.039989876822464,85.09253837274528
14,0,75,10,0,30.440158463156237,77.0969641587176
5,1,75,10,1,27.152401284583863,74.04422114793576
5,1,75,10,0,27.277308122201752,74.13949869624581
12,1,75,10,1,15.16455645852441,75.94685995842318
5,0,75,3,1,28.838764155934367,77.46956005517218
13,0,75,10,1,21.811724594554597,71.48493372900903
16,0,75,10,1,30.23827673390848,76.90947546182855
21,0,75,3,1,17.80384869621279,78.76608630353748
3,0,75,3,1,10.416508068123,76.5955706590465
21,0,75,3,0,19.49137775321057,75.69403141519044
19,1,75,3,0,26.91372853878842,80.55683868252754
14,0,75,3,1,26.869266535866846,81.12439130041649
22,0,75,3,1,21.801446739088888,71.59479077173857
5,0,75,3,1,25.422334245963444,84.92291695506867
21,0,75,3,0,24.086237870762606,92.3072526556329
19,0,75,3,1,29.75619670056376,78.75064024214782
3,1,75,10,1,24.16531045149897,93.41632994733699
17,1,75,3,0,31.6264644925984,75.4612046249925
0,0,75,3,1,28.859164838631745,75.68380437377077
3,1,75,3,1,27.091946535120293,74.42418870758776
17,0,75,3,1,22.645848746008443,70.73948794220988
18,0,75,3,0,24.642436157095275,85.61724046453703
12,0,75,3,1,20.559221947772095,85.37160543211358
22,0,75,3,1,26.640975067076898,92.27543917349344
23,0,75,3,1,21.206987299272253,85.00604297833428
5,0,75,3,0,31.056370744167314,75.59053154026806
3,1,75,10,0,24.56966278251133,93.87380908240725
16,0,75,10,0,23.635464824393615,85.49597560524631
8,0,75,3,1,18.288669132895496,78.83652655499971
10,1,75,3,1,21.992448989390322,71.68131704766414
3,1,75,10,1,15.98046327416635,80.04178250576791
17,0,75,3,1,25.41430347838979,85.02213964702734
7,0,75,10,1,10.64887268028188,78.73801516563273
20,0,75,10,1,24.457307475399965,93.74062981980218
16,0,75,3,0,27.84188805560493,94.83412605455501
13,1,75,10,0,15.013247505135586,74.47283948266033
14,1,75,3,0,22.073127984299976,71.22532801793024
2,0,75,10,1,26.102868620147007,92.4436328729538
12,0,75,10,0,27.064954635174793,74.46453965253
5,0,75,3,0,22.168323317046905,70.80980844299151
6,0,75,3,0,33.800056445096175,76.43429241127515
17,0,75,10,1,25.12701358333978,93.69910177675726
12,0,75,10,1,25.14974525444069,93.43916434025199
6,0,75,10,0,30.88308340687291,77.18772632768317
2,0,75,10,1,23.808276216865618,85.69510108174498
3,0,75,3,1,28.353911963657243,77.0457131978548
20,0,75,3,1,25.65584607714,91.27094166519544
20,0,75,3,0,31.089673180249658,75.76846043863131
23,1,75,3,1,24.09940667515102,85.05490208059021
8,0,75,3,1,17.835067080180295,79.2409355230657
12,0,75,3,1,17.973657825220123,79.26380431914383
22,0,75,10,1,33.99399514461985,76.95605012534338
4,0,75,10,0,26.68749913575289,74.45340993758577
16,0,75,3,0,30.70399762971163,77.39279952668544
21,0,75,3,0,23.67022186771534,85.49693504961144
9,0,75,3,1,30.6154408405719,77.59068407338354
6,0,75,10,0,30.673702956386876,75.41726109278277
17,0,75,10,1,28.927332789491587,77.25165270850356
22,0,75,3,0,27.527658621284527,88.69523455562476
20,1,75,3,1,25.29524051171612,85.2390535776037
2,0,75,3,1,11.07724367247209,76.74242051665522
14,0,75,3,1,15.611040491721281,74.61394539189212
7,0,75,3,0,15.309145664353299,75.91960176170726
1,0,75,10,1,15.135155175977108,73.6800220641842
11,0,75,3,0,27.22602411885633,88.39388166299261
6,0,75,10,0,25.945188153698002,94.87228764718589
1,0,75,3,1,25.743235324930268,91.5756700596285
22,0,75,3,1,29.186823566374354,75.83815993853867
5,1,75,10,1,27.974422653954132,88.51006308532106
11,0,75,3,0,18.56100172976756,78.77373206827065
7,1,75,3,1,24.94864420483951,94.33108768318712
7,1,75,10,1,11.282384684523533,78.93262924561543
15,0,75,3,1,30.757635202680575,75.02460449583435
3,0,75,10,1,23.217185724242995,85.30724341927362
13,0,75,10,0,23.655952166266154,92.97480642194915
17,0,75,3,1,11.281398224914856,75.98847292361741
19,1,75,3,1,27.285304886001217,88.12093928740555
5,0,75,3,0,11.908301086106608,80.27610571123031
8,1,75,3,1,24.58053056946079,93.86297567039409
10,0,75,10,1,30.809276535779937,75.66278695524143
14,1,75,3,1,22.827762499144644,78.53955960819351
1,0,75,10,1,31.409002519799202,77.14418460227897
14,1,75,3,1,22.3353809007388,71.0744906343142
12,0,75,3,0,15.132975726307722,74.09799013388883
2,1,75,3,1,14.989444538732545,76.13590606337719
21,0,75,3,0,17.625724266245502,79.16902347556467
15,0,75,3,1,27.318686804591223,74.00896402703911
15,0,75,3,1,27.95756163296956,94.9441551822797
16,0,75,10,1,25.161118234315055,91.51528227269621
13,0,75,3,1,30.64781096184389,77.61123169362314
18,1,75,10,1,33.6596400535649,76.20656523530614
3,1,75,10,0,20.94290752558484,81.9282591599349
22,0,75,10,0,29.096952863607022,77.67438624904251
10,1,75,10,1,11.652187465271677,79.49423080868326
0,0,75,3,1,28.71242034829259,76.82752762573995
14,0,75,3,1,23.110243001381853,85.08481729765421
15,0,75,3,0,28.227066741607786,77.20185084548268
20,0,75,3,0,15.574264470037914,79.88872737108011
0,0,75,3,1,30.839928122936737,75.05844796424132
21,0,75,3,1,27.435837383951842,88.97779354135882
19,0,75,10,1,27.307845525404044,73.78475054490328
12,0,75,10,0,26.893427938704384,81.07415802143593
1,0,75,3,1,21.514697091149596,82.33436077014123
3,1,75,3,1,27.169885860716306,80.80561183027349
0,1,75,3,0,18.230102559568078,79.10529000899523
10,1,75,10,1,23.006562010806487,93.22349969215682
16,0,75,10,1,23.440599243731917,85.19262961546272
0,0,75,3,0,15.389498791414155,76.15612137928082
4,0,75,10,1,25.661370570429558,91.80880394880676
10,0,75,3,0,31.097695262093406,76.55336174696588
13,0,75,10,1,30.565176554906383,78.9098063041631
3,0,75,10,0,23.983457213915045,91.57493662540712
8,0,75,3,1,27.41010419360371,88.15765809846476
8,0,75,3,1,20.467841604787324,84.66237888980936
5,0,75,10,0,21.333527941856467,84.97492276154098
13,1,75,3,1,29.3504934440206,75.67969761182096
22,0,75,10,0,23.63205431616639,84.98040148876211
10,0,75,3,0,15.216485392109142,74.3241439768673
